0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,4,6,7,6,4,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,8,14,15,13,10,5,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7,17,33,48,61,60,47,26,13,4,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,27,49,80,111,114,85,45,21,5,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,30,62,99,154,198,194,145,75,38,8,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,18,53,100,137,205,252,237,175,91,53,13,4,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25,66,121,168,236,282,253,193,105,64,17,4,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,23,58,113,163,219,252,226,180,105,63,20,6,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,14,32,72,124,160,171,146,122,78,40,11,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,15,46,81,100,89,73,68,51,27,8,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,12,23,36,38,23,13,16,17,9,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,9,13,13,11,5,3,6,8,5,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,7,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
